name,AngelList_website,tagline
zakipoint health,https://angel.co/company/zakipoint-health,improve value from healthcare program spend for self-funded employers
FlareWorks (Flares),https://angel.co/company/flareworks-flares,Flares -- Visual Messaging
Vascular Access Technologies,https://angel.co/company/vascular-access-technologies,Safe Central Venous Access
collabee,https://angel.co/company/collabee,Issue based team collaboration
FanFood,https://angel.co/company/fanfood,Concession Marketplace Platform 
Unapp,https://angel.co/company/unapp,The new front door of business
Thrively,https://angel.co/company/thrively,We uncover a child's character strengths to help them thrive.
Wi-MM,https://angel.co/company/wi-mm,Wireless M2M - Alarm+GPS+Performance Analytics for Bicycles
UpMail,https://angel.co/company/upmail,Email Smarter. Convert Faster.
Happy Couple,https://angel.co/company/happy-couple,Gamified Communication App For (happy) Couples
Knyou,https://angel.co/company/knyou,Unique Social Rating System
Locodels,https://angel.co/company/locodels,The next generation city delivery service bridging the last mile gap
BLUEWAVE Technologies,https://angel.co/company/bluewavetech,Fast. Simple. Safe.
Thrively,https://angel.co/company/thrively,We uncover a child's character strengths to help them thrive.
UpMail,https://angel.co/company/upmail,Email Smarter. Convert Faster.
Happy Couple,https://angel.co/company/happy-couple,Gamified Communication App For (happy) Couples
Locodels,https://angel.co/company/locodels,The next generation city delivery service bridging the last mile gap
BLUEWAVE Technologies,https://angel.co/company/bluewavetech,Fast. Simple. Safe.
RecycleMatch,https://angel.co/company/recyclematch,"Enterprise Software for managing, minimizing, and monetizing material waste"
Psykosoft,https://angel.co/company/psykosoft,Breaking the barriers of creativity
BigTwist,https://angel.co/company/bigtwist,Intelligent Presentations for Better Meetings
Btiques,https://angel.co/company/btiques,Social commerce for small-business boutiques
Spritzr,https://angel.co/company/spritzr,Play matchmaker for money
Let,https://angel.co/company/let,Become a star
Cyph,https://angel.co/company/cyph,"Quantum-resistant messaging & crypto wallet, with patented security & ease of use."
Chic by Choice,https://angel.co/company/chic-by-choice-1,Fashion Rental Marketplace
Orderly Health,https://angel.co/company/orderlyhealth,Improving healthcare with accurate data and machine learning
YourWelcome,https://angel.co/company/yourwelcome,A smart tablet for short stay accommodation 
Wishbook,https://angel.co/company/wishbook,Digitizing the apparel/fashion production & sales information.
RecycleMatch,https://angel.co/company/recyclematch,"Enterprise Software for managing, minimizing, and monetizing material waste"
BigTwist,https://angel.co/company/bigtwist,Intelligent Presentations for Better Meetings
Spritzr,https://angel.co/company/spritzr,Play matchmaker for money
Let,https://angel.co/company/let,Become a star
Tvlize,https://angel.co/company/tvlize,Social and Engaging TV
Cyph,https://angel.co/company/cyph,"Quantum-resistant messaging & crypto wallet, with patented security & ease of use."
Taiga Agile,https://angel.co/company/taiga-agile,"Free, Open Source, Agile Project Management"
Chic by Choice,https://angel.co/company/chic-by-choice-1,Fashion Rental Marketplace
Orderly Health,https://angel.co/company/orderlyhealth,Improving healthcare with accurate data and machine learning
YourWelcome,https://angel.co/company/yourwelcome,A smart tablet for short stay accommodation 
Wishbook,https://angel.co/company/wishbook,Digitizing the apparel/fashion production & sales information.
BESSTECH,https://angel.co/company/besstech,Nanoengineered Anodes to improve Li-ion batteries
Cauze,https://angel.co/company/one4all,Unleash Your Good
Maven Group,https://angel.co/company/maven-group,Spirit Infused Wine
Tvlize,https://angel.co/company/tvlize,Social and Engaging TV
Chatwala,https://angel.co/company/chatwala,
InvestNextDoor,https://angel.co/company/investnextdoor-1,Hitting the reset button on how to borrow and invest.
DirtJockey,https://angel.co/company/dirtjockey,Bringing the antiquated used heavy equipment industry online
Third & Loom,https://angel.co/company/third-loom,The premiere marketplace for personal couture.
Carnot Compression,https://angel.co/company/carnot-compression,Isothermal Compression
Meed,https://angel.co/company/meed,The Network For New Professionals
Trineba Technologies,https://angel.co/company/trineba,Democratized device verification
Wishopoly,https://angel.co/company/wishopoly,"Making it simple to discover, wish for and buy the hottest products on your mobile."
SymphoPay,https://angel.co/company/symphopay,Connecting all payments terminals of a merchant to a central platform
BESSTECH,https://angel.co/company/besstech,Nanoengineered Anodes to improve Li-ion batteries
Cauze,https://angel.co/company/one4all,Unleash Your Good
Maven Group,https://angel.co/company/maven-group,Spirit Infused Wine
TekDry International,https://angel.co/company/tekdry,Wet Phone Rescue
Chatwala,https://angel.co/company/chatwala,
InvestNextDoor,https://angel.co/company/investnextdoor-1,Hitting the reset button on how to borrow and invest.
DirtJockey,https://angel.co/company/dirtjockey,Bringing the antiquated used heavy equipment industry online
Third & Loom,https://angel.co/company/third-loom,The premiere marketplace for personal couture.
Carnot Compression,https://angel.co/company/carnot-compression,Isothermal Compression
Meed,https://angel.co/company/meed,The Network For New Professionals
Trineba Technologies,https://angel.co/company/trineba,Democratized device verification
Wishopoly,https://angel.co/company/wishopoly,"Making it simple to discover, wish for and buy the hottest products on your mobile."
AgriSync,https://angel.co/company/agrisync,The Zendesk of modern agriculture
bugle,https://angel.co/company/bugle,Video training and knowledge sharing made easy
SymphoPay,https://angel.co/company/symphopay,Connecting all payments terminals of a merchant to a central platform
Order Mapper,https://angel.co/company/order-mapper-1,Mobile ordering and marketing platform -- currently developing our 1.0 release.
UpToke,https://angel.co/company/uptoke,Portable Electronic Cigar Vaporizer
ShopSpot,https://angel.co/company/shopspot,All the local shops you love in one place!
dakick (Acquired by Turkcell),https://angel.co/company/dakick-acquired-by-turkcell,Pioneer tech company working on recommendation engine for events
Zero Labs,https://angel.co/company/liveweaver,Twilio for Voice.
HashFast,https://angel.co/company/hashfast,make bitcoins faster
SportXast,https://angel.co/company/sportxast,Highlights Made Simple!
BRANDWOOD GLOBAL,https://angel.co/company/brandwood-global,"Connecting Global Brands, Entertainment and Sports through Tech"
The IF List,https://angel.co/company/the-if-list,A crowd-sourced platform for movie & casting ideas
AgriSync,https://angel.co/company/agrisync,The Zendesk of modern agriculture
Order Mapper,https://angel.co/company/order-mapper-1,Mobile ordering and marketing platform -- currently developing our 1.0 release.
UpToke,https://angel.co/company/uptoke,Portable Electronic Cigar Vaporizer
dakick (Acquired by Turkcell),https://angel.co/company/dakick-acquired-by-turkcell,Pioneer tech company working on recommendation engine for events
Zero Labs,https://angel.co/company/liveweaver,Twilio for Voice.
HashFast,https://angel.co/company/hashfast,make bitcoins faster
SportXast,https://angel.co/company/sportxast,Highlights Made Simple!
BRANDWOOD GLOBAL,https://angel.co/company/brandwood-global,"Connecting Global Brands, Entertainment and Sports through Tech"
Hipflat,https://angel.co/company/hipflat,Smart Real Estate Search for Non-Transparent and Fragmented Asian Markets
LyteShot,https://angel.co/company/lyteshot,Interactive Augmented Reality Gaming Platform
Fazland,https://angel.co/company/fazland,smart solutions to daily problems
ZingoHub,https://angel.co/company/zingohub,Your space to launch and explore ideas. 
Fellow,https://angel.co/company/fellow-1,Easily Brew Ridiculously Good Coffee at Home
TrackBill,https://angel.co/company/trackbill,Legislative Bill Tracking Software
Jewel Toned,https://angel.co/company/jewel-toned,Supporting your curves and your dreams.
Tecnotiferet,https://angel.co/company/tecnotiferet,Electronic Recycling mobile plant
Hipflat,https://angel.co/company/hipflat,Smart Real Estate Search for Non-Transparent and Fragmented Asian Markets
LyteShot,https://angel.co/company/lyteshot,Interactive Augmented Reality Gaming Platform
ZingoHub,https://angel.co/company/zingohub,Your space to launch and explore ideas. 
TrackBill,https://angel.co/company/trackbill,Legislative Bill Tracking Software
Pryvy,https://angel.co/company/pryvy,"""Approval of Things"" Platform and Appliance"
Jewel Toned,https://angel.co/company/jewel-toned,Supporting your curves and your dreams.
Beyond Lucid Technologies,https://angel.co/company/beyond-lucid-technologies,"Connect vehicles to ambulances after a crash, and ambulances to hospitals in real-time."
Pagedip (formerly Beneath the Ink),https://angel.co/company/pagedip,"Engaging, interactive, measurable digital documentation"
AGILE customer insight,https://angel.co/company/agile-customer-insight,Big data for small retailers
Styloola,https://angel.co/company/styloola,
CloudRail,https://angel.co/company/cloudrail,The Universal API
Trove,https://angel.co/company/trove-1,Empowering anyone to create and sell jewelry
BoosterAgro,https://angel.co/company/boosteragro,Decision-Making App serving over 50.000 Latin American Farmers
Pagedip (formerly Beneath the Ink),https://angel.co/company/pagedip,"Engaging, interactive, measurable digital documentation"
AGILE customer insight,https://angel.co/company/agile-customer-insight,Big data for small retailers
FORVM,https://angel.co/company/forvm,"A fun place to ask questions, share answers, and meet new people."
Styloola,https://angel.co/company/styloola,
CloudRail,https://angel.co/company/cloudrail,The Universal API
Trove,https://angel.co/company/trove-1,Empowering anyone to create and sell jewelry
BoosterAgro,https://angel.co/company/boosteragro,Decision-Making App serving over 50.000 Latin American Farmers
ReadWave,https://angel.co/company/readwave,Youtube for writers
Voilà Chocolat,https://angel.co/company/voila-chocolat,Voilà Chocolat is a fun destination for customers to hand-craft their own fine chocolates
mediasmart mobile,https://angel.co/company/mediasmart-mobile,Mobile First Demand Side Platform
House of Eléonore,https://angel.co/company/house-of-eleonore,Your personal jeweler 
Fitbod,https://angel.co/company/fitbod,Make exercise a habit with data-driven fitness plans
Voilà Chocolat,https://angel.co/company/voila-chocolat,Voilà Chocolat is a fun destination for customers to hand-craft their own fine chocolates
Fitbod,https://angel.co/company/fitbod,Make exercise a habit with data-driven fitness plans
Crowdbase,https://angel.co/company/crowdbase,The next generation knowledge base.
Improve,https://angel.co/company/improve,Online Marketplace for Fitness & Tennis Training
Adzerk,https://angel.co/company/adzerk,Build your own ad server in weeks
Grasswire,https://angel.co/company/grasswire,Wikipedia for the News
AskforTask,https://angel.co/company/askfortask,Canada's largest and fastest growing service marketplace. Think Uber for home services.
SquareHub,https://angel.co/company/squarehub,"Facebook for friends, Linkedin for work, Nextdoor for neighborhors, SquareHub for families"
Instapio,https://angel.co/company/instapio,Democratizing access to consumer data 
OrderMyGear,https://angel.co/company/ordermygear,The marketplace for team sporting goods & group apparel.
Quad,https://angel.co/company/quad,
SixDoors,https://angel.co/company/sixdoors-1,Anti-Amazon For Local
The LAB Miami,https://angel.co/company/the-lab-miami,Cutting-edge coworking & educational content development
AddSearch,https://angel.co/company/addsearch,The almighty search platform for all your web content
Shoe Lovers,https://angel.co/company/shoe-lovers,"The world’s largest online community of shoe fashionistas, curated with love."
Fast Forward,https://angel.co/company/fast-forward,Accelerating tech nonprofits
Investly,https://angel.co/company/investly,Invoice Discounting for SMEs
Appknox,https://angel.co/company/appknox,Mobile app vulnerability detection and security certification
Vytmn,https://angel.co/company/vytmn,Growth as a Service
BioCellection,https://angel.co/company/biocellection-1,Putting chemistry to work for currently unrecyclable plastics.
Magentiq Eye,https://angel.co/company/magentiq-eye,See beyond the visible
Mimo,https://angel.co/company/getmimo,Learn to code on the go
Maison Academia,https://angel.co/company/maison-academia,Innovative Made in Italy fashion brand by the new talented designers generation
CitySpark,https://angel.co/company/cityspark,Effective hyper-local event aggregation subscriptions
Azigo,https://angel.co/company/azigo,Azigo is a self-serve loyalty platform that provides incentivized online shopping sites
Accel Diagnostics,https://angel.co/company/accel-diagnostics,Diagnostic tests at your fingertips
Buzzmove,https://angel.co/company/buzzmove,is a growing insurtech company
Engajer,https://angel.co/company/engajer,Drive sales force efficiency and gain marketing insights with interactive non-linear video
30K,https://angel.co/company/30k,We compute frequent flyer miles and benefits for any flight in the world.
Froont,https://angel.co/company/froont,GitHub for web designers
exploreB2B,https://angel.co/company/exploreb2b,Buzzfeed for Business Professionals
Syndical,https://angel.co/company/syndical,"Automated syndication of public events to online, traditional, and social media"
Tine Health,https://angel.co/company/tinehealth,Reducing hospital errors with AR based on demand instructions at the point of care
Conversant Labs,https://angel.co/company/conversant-labs,Data management for building voice based apps.
Klappo,https://angel.co/company/klappo-1,Connecting Ingredients with People
Austin.com,https://angel.co/company/austin-com,Austin-focused media Site
Color Tiger,https://angel.co/company/color-tiger,Psychokinesis 1.0
SeeMore Interactive,https://angel.co/company/seemore-interactive-1,"Your Personal Cloud! Image Recognition + CRM to Shop Anywhere, Anytime"
AR Devices,https://angel.co/company/gogglepal-1,GogglePal - turn any pair of your goggles into an AR heads-up display
Lingumi,https://angel.co/company/lingumi,The pre-school English language learning company
AceBot.ai,https://angel.co/company/acebot-ai,
Lecker Labs,https://angel.co/company/leckerlabs,Personalised yogurt made at home.
Tribe Studios - acquired by @palringo,https://angel.co/company/tribe-studios,Chatting-based story games distributed via chat apps
MyBeanJar,https://angel.co/company/mybeanjar-1,Targeted mobile coupons as game rewards.
Cumulux,https://angel.co/company/cumulux,
TextualAds,https://angel.co/company/textualads,
Vida Systems,https://angel.co/company/vida-systems,Create. Share. Learn
Mr. Arlo,https://angel.co/company/mr-arlo,A new way to plan and book travel online.
Touchspin Gaming,https://angel.co/company/touchspin-gaming,"Live, multiplayer slot competition. Spins like a slot, plays like poker."
SettleBox,https://angel.co/company/settlebox,
Connexient,https://angel.co/company/connexient,Indoor Mapping and LBS for the Enterprise 
Bubuti,https://angel.co/company/bubuti,"Think Locally, Act Socially"
Vaystays,https://angel.co/company/vaystays,"25,000+ professionally managed & instantly bookable vacation rentals across the globe."
Selly Automotive,https://angel.co/company/selly-automotive-1,Automotive Sales and Communication Platform for Dealerships
Powderhook,https://angel.co/company/powderhook,Go like a local with the outdoor helpdesk.
+swappow,https://angel.co/company/swappow,Mobile Action Sports Resale+Consignment
Praxis,https://angel.co/company/praxis-4,We help people launch awesome careers
Linkapedia,https://angel.co/company/linkapedia-inc,The world's largest web directory of deep links 
OrelTech,https://angel.co/company/oreltech,"Conductive inks for printed electronics, bio-sensors, composites and textile "
Blow ltd,https://angel.co/company/blow-ltd,
KnKt'd Health,https://angel.co/company/knkt-d-behavioral-health,"Effectively taking treatment out of the office, into peoples everyday lives."
Plum Relish,https://angel.co/company/plum-relish,
Social27,https://angel.co/company/social27,Social eLearning platform (Digital Learning academies for any organization)
GoBooks,https://angel.co/company/gobooks,The First Textbook Rental Company in Brazil
BoomCloud,https://angel.co/company/boomcloud,Content delivery and publishing platform using a 3D interface
Vastari,https://angel.co/company/vastari,The matchmaking marketplace for art & culture exhibitions
Studio Publishing,https://angel.co/company/studio-publishing,social magazines at unprecedented scale.
COMPARITY,https://angel.co/company/comparity-1,Insurance Simplified
SocialCoaster,https://angel.co/company/socialcoaster,Build Beautiful Online Communities
uber Diagnostics,https://angel.co/company/uber-diagnostics,Better heart health through IoT and AI
Macton,https://angel.co/company/macton,
Flytographer,https://angel.co/company/flytographer,Global Vacation Photography
Canada Enterprises,https://angel.co/company/canada-enterprises,A Deliciously Powerful Health and Wellness Supplement 
Localistico,https://angel.co/company/localistico,Taking Customers from Search to Store.
EvoShare,https://angel.co/company/evoshare,Enabling employees to save for retirement while they shop online and locally
Thumbkandi,https://angel.co/company/thumbkandi,The iTunes for Emoji
Say,https://angel.co/company/say-3,Membership-based retail experience
Indigenous Software,https://angel.co/company/indigenous-software,Fully Integrated Business Management Platform
Valossa,https://angel.co/company/valossa,AI-powered Video Search
TheTalkList,https://angel.co/company/thetalklist,Your Virtual Immersion Language Platform
Vieweet,https://angel.co/company/vieweet-3,Property Tech
American Ostrich Farms,https://angel.co/company/americanostrich,Vertically integrated food company -- The future of red meat
Moovly,https://angel.co/company/moovly,The #1 platform for the creation of engaging rich multimedia online.
Phocabby,https://angel.co/company/phocabby,Double-click for the physical world of DOOH and POS
wezzoo,https://angel.co/company/wezzoo-1,Weather By You
Sideways 6,https://angel.co/company/sideways-6,Better Companies. Happier People
Jetzy,https://angel.co/company/jetzy-7,Social Networking Application for Travelers
Mayku,https://angel.co/company/mayku,The Power of Making
Gaszen,https://angel.co/company/gaszen,UBER of Propane Gas
Crowdbase,https://angel.co/company/crowdbase,The next generation knowledge base.
Improve,https://angel.co/company/improve,Online Marketplace for Fitness & Tennis Training
Adzerk,https://angel.co/company/adzerk,Build your own ad server in weeks
Grasswire,https://angel.co/company/grasswire,Wikipedia for the News
AskforTask,https://angel.co/company/askfortask,Canada's largest and fastest growing service marketplace. Think Uber for home services.
SquareHub,https://angel.co/company/squarehub,"Facebook for friends, Linkedin for work, Nextdoor for neighborhors, SquareHub for families"
Instapio,https://angel.co/company/instapio,Democratizing access to consumer data 
OrderMyGear,https://angel.co/company/ordermygear,The marketplace for team sporting goods & group apparel.
Quad,https://angel.co/company/quad,
SixDoors,https://angel.co/company/sixdoors-1,Anti-Amazon For Local
The LAB Miami,https://angel.co/company/the-lab-miami,Cutting-edge coworking & educational content development
AddSearch,https://angel.co/company/addsearch,The almighty search platform for all your web content
Shoe Lovers,https://angel.co/company/shoe-lovers,"The world’s largest online community of shoe fashionistas, curated with love."
Fast Forward,https://angel.co/company/fast-forward,Accelerating tech nonprofits
Investly,https://angel.co/company/investly,Invoice Discounting for SMEs
Appknox,https://angel.co/company/appknox,Mobile app vulnerability detection and security certification
Vytmn,https://angel.co/company/vytmn,Growth as a Service
BioCellection,https://angel.co/company/biocellection-1,Putting chemistry to work for currently unrecyclable plastics.
Magentiq Eye,https://angel.co/company/magentiq-eye,See beyond the visible
Mimo,https://angel.co/company/getmimo,Learn to code on the go
Maison Academia,https://angel.co/company/maison-academia,Innovative Made in Italy fashion brand by the new talented designers generation
CitySpark,https://angel.co/company/cityspark,Effective hyper-local event aggregation subscriptions
Azigo,https://angel.co/company/azigo,Azigo is a self-serve loyalty platform that provides incentivized online shopping sites
Accel Diagnostics,https://angel.co/company/accel-diagnostics,Diagnostic tests at your fingertips
Buzzmove,https://angel.co/company/buzzmove,is a growing insurtech company
Engajer,https://angel.co/company/engajer,Drive sales force efficiency and gain marketing insights with interactive non-linear video
30K,https://angel.co/company/30k,We compute frequent flyer miles and benefits for any flight in the world.
Froont,https://angel.co/company/froont,GitHub for web designers
exploreB2B,https://angel.co/company/exploreb2b,Buzzfeed for Business Professionals
Syndical,https://angel.co/company/syndical,"Automated syndication of public events to online, traditional, and social media"
Tine Health,https://angel.co/company/tinehealth,Reducing hospital errors with AR based on demand instructions at the point of care
Conversant Labs,https://angel.co/company/conversant-labs,Data management for building voice based apps.
Klappo,https://angel.co/company/klappo-1,Connecting Ingredients with People
Austin.com,https://angel.co/company/austin-com,Austin-focused media Site
Color Tiger,https://angel.co/company/color-tiger,Psychokinesis 1.0
SeeMore Interactive,https://angel.co/company/seemore-interactive-1,"Your Personal Cloud! Image Recognition + CRM to Shop Anywhere, Anytime"
AR Devices,https://angel.co/company/gogglepal-1,GogglePal - turn any pair of your goggles into an AR heads-up display
Lingumi,https://angel.co/company/lingumi,The pre-school English language learning company
AceBot.ai,https://angel.co/company/acebot-ai,
Lecker Labs,https://angel.co/company/leckerlabs,Personalised yogurt made at home.
Tribe Studios - acquired by @palringo,https://angel.co/company/tribe-studios,Chatting-based story games distributed via chat apps
Cheqbook,https://angel.co/company/cheqbook,Smart online accounting
MyBeanJar,https://angel.co/company/mybeanjar-1,Targeted mobile coupons as game rewards.
Cumulux,https://angel.co/company/cumulux,
TextualAds,https://angel.co/company/textualads,
Vida Systems,https://angel.co/company/vida-systems,Create. Share. Learn
Mr. Arlo,https://angel.co/company/mr-arlo,A new way to plan and book travel online.
Touchspin Gaming,https://angel.co/company/touchspin-gaming,"Live, multiplayer slot competition. Spins like a slot, plays like poker."
SettleBox,https://angel.co/company/settlebox,
Bubuti,https://angel.co/company/bubuti,"Think Locally, Act Socially"
Vaystays,https://angel.co/company/vaystays,"25,000+ professionally managed & instantly bookable vacation rentals across the globe."
Selly Automotive,https://angel.co/company/selly-automotive-1,Automotive Sales and Communication Platform for Dealerships
Powderhook,https://angel.co/company/powderhook,Go like a local with the outdoor helpdesk.
+swappow,https://angel.co/company/swappow,Mobile Action Sports Resale+Consignment
Praxis,https://angel.co/company/praxis-4,We help people launch awesome careers
Linkapedia,https://angel.co/company/linkapedia-inc,The world's largest web directory of deep links 
OrelTech,https://angel.co/company/oreltech,"Conductive inks for printed electronics, bio-sensors, composites and textile "
Blow ltd,https://angel.co/company/blow-ltd,
KnKt'd Health,https://angel.co/company/knkt-d-behavioral-health,"Effectively taking treatment out of the office, into peoples everyday lives."
Plum Relish,https://angel.co/company/plum-relish,
Social27,https://angel.co/company/social27,Social eLearning platform (Digital Learning academies for any organization)
GoBooks,https://angel.co/company/gobooks,The First Textbook Rental Company in Brazil
BoomCloud,https://angel.co/company/boomcloud,Content delivery and publishing platform using a 3D interface
Connexient,https://angel.co/company/connexient,Indoor Mapping and LBS for the Enterprise 
Vastari,https://angel.co/company/vastari,The matchmaking marketplace for art & culture exhibitions
Studio Publishing,https://angel.co/company/studio-publishing,social magazines at unprecedented scale.
SocialCoaster,https://angel.co/company/socialcoaster,Build Beautiful Online Communities
uber Diagnostics,https://angel.co/company/uber-diagnostics,Better heart health through IoT and AI
Macton,https://angel.co/company/macton,
Flytographer,https://angel.co/company/flytographer,Global Vacation Photography
Canada Enterprises,https://angel.co/company/canada-enterprises,A Deliciously Powerful Health and Wellness Supplement 
Localistico,https://angel.co/company/localistico,Taking Customers from Search to Store.
EvoShare,https://angel.co/company/evoshare,Enabling employees to save for retirement while they shop online and locally
Thumbkandi,https://angel.co/company/thumbkandi,The iTunes for Emoji
Say,https://angel.co/company/say-3,Membership-based retail experience
Indigenous Software,https://angel.co/company/indigenous-software,Fully Integrated Business Management Platform
Valossa,https://angel.co/company/valossa,AI-powered Video Search
TheTalkList,https://angel.co/company/thetalklist,Your Virtual Immersion Language Platform
Vieweet,https://angel.co/company/vieweet-3,Property Tech
American Ostrich Farms,https://angel.co/company/americanostrich,Vertically integrated food company -- The future of red meat
Moovly,https://angel.co/company/moovly,The #1 platform for the creation of engaging rich multimedia online.
Phocabby,https://angel.co/company/phocabby,Double-click for the physical world of DOOH and POS
wezzoo,https://angel.co/company/wezzoo-1,Weather By You
Sideways 6,https://angel.co/company/sideways-6,Better Companies. Happier People
Jetzy,https://angel.co/company/jetzy-7,Social Networking Application for Travelers
Mayku,https://angel.co/company/mayku,The Power of Making
Gaszen,https://angel.co/company/gaszen,UBER of Propane Gas
Clipstar,https://angel.co/company/clipstar,Mobile video compression - lowers any hd video by x10 in size without loss of quality
CrowdSYNC,https://angel.co/company/crowdsync,Take a seat in the director's chair.
Flint,https://angel.co/company/trendsboard-1,"Created by Trendsboard, ""Flint"", is a collaborative media between humans and robots"
Cerora,https://angel.co/company/cerora-1,Device & Software Platform for Brain Injury Detection
Dash Hudson,https://angel.co/company/dash-hudson,Share photos and videos that people care about.
Yomp,https://angel.co/company/yomp-1,B2B employee-engagement in Health & Wellbeing
EquipmentFX,https://angel.co/company/equipmentfx-1,Revolutionizing Heavy Equipment Buying & Selling
Clipstar,https://angel.co/company/clipstar,Mobile video compression - lowers any hd video by x10 in size without loss of quality
CrowdSYNC,https://angel.co/company/crowdsync,Take a seat in the director's chair.
Cerora,https://angel.co/company/cerora-1,Device & Software Platform for Brain Injury Detection
Dash Hudson,https://angel.co/company/dash-hudson,Share photos and videos that people care about.
Yomp,https://angel.co/company/yomp-1,B2B employee-engagement in Health & Wellbeing
KaiNexus,https://angel.co/company/kainexus,SaaS improvement platform for health care - making improvement happen
HackerEarth,https://angel.co/company/hackerearth,Enterprise innovation software to fuel your business growth
Infinitec,https://angel.co/company/infinitec,Next Generation of Streaming and Live TV Set-Top Boxes
Twile,https://angel.co/company/twile,Bringing family history to life
JANZZ.technology,https://angel.co/company/janzz,"World leading Semantic technology solutions for job, skills and talent matching."
KaiNexus,https://angel.co/company/kainexus-1,A platform for innovation and improvement.
Applied Exergy,https://angel.co/company/applied-exergy,"Big, safe batteries without the toxic chemicals - Just add water"
Mi Media Manzana,https://angel.co/company/mi-media-manzana,Localized eHarmony for LATAM 
Nexosis,https://angel.co/company/nexosis-1,Machine Learning for Developers
Cribspot,https://angel.co/company/cribspot-1,
Serres Toi,https://angel.co/company/serres-toi,Commercial Aquaponics Farm . It's all about sustainable local fresh food
KaiNexus,https://angel.co/company/kainexus,SaaS improvement platform for health care - making improvement happen
HackerEarth,https://angel.co/company/hackerearth,Enterprise innovation software to fuel your business growth
Infinitec,https://angel.co/company/infinitec,Next Generation of Streaming and Live TV Set-Top Boxes
JANZZ.technology,https://angel.co/company/janzz,"World leading Semantic technology solutions for job, skills and talent matching."
KaiNexus,https://angel.co/company/kainexus-1,A platform for innovation and improvement.
Applied Exergy,https://angel.co/company/applied-exergy,"Big, safe batteries without the toxic chemicals - Just add water"
Mi Media Manzana,https://angel.co/company/mi-media-manzana,Localized eHarmony for LATAM 
Nexosis,https://angel.co/company/nexosis-1,Machine Learning for Developers
Cribspot,https://angel.co/company/cribspot-1,
Serres Toi,https://angel.co/company/serres-toi,Commercial Aquaponics Farm . It's all about sustainable local fresh food
OndaVia,https://angel.co/company/ondavia,"Fast, easy chemical detection in water"
CrowdHall,https://angel.co/company/crowdhall,Crowdsourced conversations with your favorite people
Appreciation Engine,https://angel.co/company/appreciation-engine,"Stop guessing, start knowing. Real-time insights from your data. "
FixNix,https://angel.co/company/fixnix,"SalesForce of GRC(Governance, Risk & Compliance)"
Royal Court,https://angel.co/company/royal-court-1,Connecting Beauty & Fame with Money
Immersive Entertainment,https://angel.co/company/immersive-entertainment-2,"Creators of VIRTUAL UNIVERSE (VU) An epic, story-driven, VR MMORPG"
Verticly,https://angel.co/company/verticly,"Connects brands to mobile consumers at scale, online and offline"
SoleTrader.com,https://angel.co/company/soletrader-com,AI website builder for sole proprietors/SMEs
Spiff,https://angel.co/company/getspiff,"Meet Spiff, the social savings platform"
OndaVia,https://angel.co/company/ondavia,"Fast, easy chemical detection in water"
CrowdHall,https://angel.co/company/crowdhall,Crowdsourced conversations with your favorite people
Appreciation Engine,https://angel.co/company/appreciation-engine,"Stop guessing, start knowing. Real-time insights from your data. "
Royal Court,https://angel.co/company/royal-court-1,Connecting Beauty & Fame with Money
Immersive Entertainment,https://angel.co/company/immersive-entertainment-2,"Creators of VIRTUAL UNIVERSE (VU) An epic, story-driven, VR MMORPG"
Verticly,https://angel.co/company/verticly,"Connects brands to mobile consumers at scale, online and offline"
Edgewood,https://angel.co/company/coalesce,Coalesce Workstream and Marketplace™
SoleTrader.com,https://angel.co/company/soletrader-com,AI website builder for sole proprietors/SMEs
Perfocal,https://angel.co/company/perfocal,"Professional photography made hassle-free, affordable and accessible"
Spiff,https://angel.co/company/getspiff,"Meet Spiff, the social savings platform"
